0.000000e+00 -3.222681e+00 0.000000e+00 3.991596e-01 2.823521e+00 -3.166761e+00 0.000000e+00 -5.320727e+00 8.487488e+00 
0.000000e+00 -5.100854e+00 0.000000e+00 9.507283e-01 4.150125e+00 -2.822717e+00 0.000000e+00 -8.113036e+00 1.093575e+01 
0.000000e+00 -8.122344e+00 0.000000e+00 2.262024e+00 5.860321e+00 -3.982108e+00 0.000000e+00 -1.037088e+01 1.435298e+01 
0.000000e+00 -1.298083e+01 0.000000e+00 5.369138e+00 7.611693e+00 -8.051795e+00 0.000000e+00 -1.099772e+01 1.904952e+01 
0.000000e+00 -2.064176e+01 0.000000e+00 1.268648e+01 7.955282e+00 -1.760181e+01 0.000000e+00 -7.465919e+00 2.506773e+01 
0.000000e+00 1.804514e+01 0.000000e+00 -1.099772e+01 -7.047418e+00 8.117453e+00 0.000000e+00 5.369138e+00 -1.348659e+01 
0.000000e+00 1.340121e+01 0.000000e+00 -1.037088e+01 -3.030331e+00 6.078924e+00 0.000000e+00 2.262024e+00 -8.340948e+00 
0.000000e+00 1.010932e+01 0.000000e+00 -8.113036e+00 -1.996284e+00 4.243004e+00 0.000000e+00 9.507283e-01 -5.193732e+00 
0.000000e+00 7.807750e+00 0.000000e+00 -5.320727e+00 -2.487023e+00 2.862694e+00 0.000000e+00 3.991596e-01 -3.261853e+00 
0.000000e+00 6.217820e+00 0.000000e+00 -2.477699e+00 -3.740121e+00 1.894598e+00 0.000000e+00 1.675103e-01 -2.062109e+00 
0.000000e+00 5.082423e+00 0.000000e+00 2.244637e-01 -5.306886e+00 1.236189e+00 0.000000e+00 7.029097e-02 -1.306480e+00 
0.000000e+00 4.109630e+00 0.000000e+00 2.716418e+00 -6.826048e+00 7.933372e-01 0.000000e+00 2.951233e-02 -8.228495e-01 
0.000000e+00 2.959641e+00 0.000000e+00 4.938593e+00 -7.898234e+00 4.938475e-01 0.000000e+00 1.243636e-02 -5.062838e-01 
0.000000e+00 1.315210e+00 0.000000e+00 6.768780e+00 -8.083991e+00 2.854238e-01 0.000000e+00 5.349558e-03 -2.907733e-01 
0.000000e+00 -9.381142e-01 0.000000e+00 8.008083e+00 -7.069968e+00 1.301840e-01 0.000000e+00 2.559819e-03 -1.327438e-01 
0.000000e+00 -3.522417e+00 0.000000e+00 8.451097e+00 -4.928680e+00 -8.232426e-04 0.000000e+00 1.826306e-03 -1.003064e-03 
0.000000e+00 -5.812925e+00 0.000000e+00 8.008083e+00 -2.195157e+00 -1.324918e-01 0.000000e+00 2.559819e-03 1.299319e-01 
0.000000e+00 -7.202763e+00 0.000000e+00 6.768780e+00 4.339826e-01 -2.902466e-01 0.000000e+00 5.349558e-03 2.848970e-01 
0.000000e+00 -7.467441e+00 0.000000e+00 4.938593e+00 2.528848e+00 -5.050594e-01 0.000000e+00 1.243636e-02 4.926231e-01 
0.000000e+00 -6.798129e+00 0.000000e+00 2.716418e+00 4.081710e+00 -8.199444e-01 0.000000e+00 2.951233e-02 7.904320e-01 
0.000000e+00 -5.588161e+00 0.000000e+00 2.244637e-01 5.363697e+00 -1.299563e+00 0.000000e+00 7.029097e-02 1.229272e+00 
0.000000e+00 -4.247022e+00 0.000000e+00 -2.477699e+00 6.724721e+00 -2.045638e+00 0.000000e+00 1.675103e-01 1.878128e+00 
0.000000e+00 -3.166761e+00 0.000000e+00 -5.320727e+00 8.487488e+00 -3.222681e+00 0.000000e+00 3.991596e-01 2.823521e+00 
0.000000e+00 -2.822717e+00 0.000000e+00 -8.113036e+00 1.093575e+01 -5.100854e+00 0.000000e+00 9.507283e-01 4.150125e+00 
0.000000e+00 -3.982108e+00 0.000000e+00 -1.037088e+01 1.435298e+01 -8.122344e+00 0.000000e+00 2.262024e+00 5.860321e+00 
0.000000e+00 -8.051795e+00 0.000000e+00 -1.099772e+01 1.904952e+01 -1.298083e+01 0.000000e+00 5.369138e+00 7.611693e+00 
0.000000e+00 -1.760181e+01 0.000000e+00 -7.465919e+00 2.506773e+01 -2.064176e+01 0.000000e+00 1.268648e+01 7.955282e+00 
0.000000e+00 8.117453e+00 0.000000e+00 5.369138e+00 -1.348659e+01 1.804514e+01 0.000000e+00 -1.099772e+01 -7.047418e+00 
0.000000e+00 6.078924e+00 0.000000e+00 2.262024e+00 -8.340948e+00 1.340121e+01 0.000000e+00 -1.037088e+01 -3.030331e+00 
0.000000e+00 4.243004e+00 0.000000e+00 9.507283e-01 -5.193732e+00 1.010932e+01 0.000000e+00 -8.113036e+00 -1.996284e+00 
0.000000e+00 2.862694e+00 0.000000e+00 3.991596e-01 -3.261853e+00 7.807750e+00 0.000000e+00 -5.320727e+00 -2.487023e+00 
0.000000e+00 1.894598e+00 0.000000e+00 1.675103e-01 -2.062109e+00 6.217820e+00 0.000000e+00 -2.477699e+00 -3.740121e+00 
0.000000e+00 1.236189e+00 0.000000e+00 7.029097e-02 -1.306480e+00 5.082423e+00 0.000000e+00 2.244637e-01 -5.306886e+00 
0.000000e+00 7.933372e-01 0.000000e+00 2.951233e-02 -8.228495e-01 4.109630e+00 0.000000e+00 2.716418e+00 -6.826048e+00 
0.000000e+00 4.938475e-01 0.000000e+00 1.243636e-02 -5.062838e-01 2.959641e+00 0.000000e+00 4.938593e+00 -7.898234e+00 
0.000000e+00 2.854238e-01 0.000000e+00 5.349558e-03 -2.907733e-01 1.315210e+00 0.000000e+00 6.768780e+00 -8.083991e+00 
0.000000e+00 1.301840e-01 0.000000e+00 2.559819e-03 -1.327438e-01 -9.381142e-01 0.000000e+00 8.008083e+00 -7.069968e+00 
0.000000e+00 -8.232426e-04 0.000000e+00 1.826306e-03 -1.003064e-03 -3.522417e+00 0.000000e+00 8.451097e+00 -4.928680e+00 
0.000000e+00 -1.324918e-01 0.000000e+00 2.559819e-03 1.299319e-01 -5.812925e+00 0.000000e+00 8.008083e+00 -2.195157e+00 
0.000000e+00 -2.902466e-01 0.000000e+00 5.349558e-03 2.848970e-01 -7.202763e+00 0.000000e+00 6.768780e+00 4.339826e-01 
0.000000e+00 -5.050594e-01 0.000000e+00 1.243636e-02 4.926231e-01 -7.467441e+00 0.000000e+00 4.938593e+00 2.528848e+00 
0.000000e+00 -8.199444e-01 0.000000e+00 2.951233e-02 7.904320e-01 -6.798129e+00 0.000000e+00 2.716418e+00 4.081710e+00 
0.000000e+00 -1.299563e+00 0.000000e+00 7.029097e-02 1.229272e+00 -5.588161e+00 0.000000e+00 2.244637e-01 5.363697e+00 
0.000000e+00 -2.045638e+00 0.000000e+00 1.675103e-01 1.878128e+00 -4.247022e+00 0.000000e+00 -2.477699e+00 6.724721e+00 
0.000000e+00 -3.222681e+00 0.000000e+00 3.991596e-01 2.823521e+00 -3.166761e+00 0.000000e+00 -5.320727e+00 8.487488e+00 
0.000000e+00 -5.100854e+00 0.000000e+00 9.507283e-01 4.150125e+00 -2.822717e+00 0.000000e+00 -8.113036e+00 1.093575e+01 
0.000000e+00 -8.122344e+00 0.000000e+00 2.262024e+00 5.860321e+00 -3.982108e+00 0.000000e+00 -1.037088e+01 1.435298e+01 
0.000000e+00 -1.298083e+01 0.000000e+00 5.369138e+00 7.611693e+00 -8.051795e+00 0.000000e+00 -1.099772e+01 1.904952e+01 
0.000000e+00 -2.064176e+01 0.000000e+00 1.268648e+01 7.955282e+00 -1.760181e+01 0.000000e+00 -7.465919e+00 2.506773e+01 
0.000000e+00 1.804514e+01 0.000000e+00 -1.099772e+01 -7.047418e+00 8.117453e+00 0.000000e+00 5.369138e+00 -1.348659e+01 
0.000000e+00 1.340121e+01 0.000000e+00 -1.037088e+01 -3.030331e+00 6.078924e+00 0.000000e+00 2.262024e+00 -8.340948e+00 
0.000000e+00 1.010932e+01 0.000000e+00 -8.113036e+00 -1.996284e+00 4.243004e+00 0.000000e+00 9.507283e-01 -5.193732e+00 
0.000000e+00 7.807750e+00 0.000000e+00 -5.320727e+00 -2.487023e+00 2.862694e+00 0.000000e+00 3.991596e-01 -3.261853e+00 
0.000000e+00 6.217820e+00 0.000000e+00 -2.477699e+00 -3.740121e+00 1.894598e+00 0.000000e+00 1.675103e-01 -2.062109e+00 
0.000000e+00 5.082423e+00 0.000000e+00 2.244637e-01 -5.306886e+00 1.236189e+00 0.000000e+00 7.029097e-02 -1.306480e+00 
0.000000e+00 4.109630e+00 0.000000e+00 2.716418e+00 -6.826048e+00 7.933372e-01 0.000000e+00 2.951233e-02 -8.228495e-01 
0.000000e+00 2.959641e+00 0.000000e+00 4.938593e+00 -7.898234e+00 4.938475e-01 0.000000e+00 1.243636e-02 -5.062838e-01 
0.000000e+00 1.315210e+00 0.000000e+00 6.768780e+00 -8.083991e+00 2.854238e-01 0.000000e+00 5.349558e-03 -2.907733e-01 
0.000000e+00 -9.381142e-01 0.000000e+00 8.008083e+00 -7.069968e+00 1.301840e-01 0.000000e+00 2.559819e-03 -1.327438e-01 
0.000000e+00 -3.522417e+00 0.000000e+00 8.451097e+00 -4.928680e+00 -8.232426e-04 0.000000e+00 1.826306e-03 -1.003064e-03 
0.000000e+00 -5.812925e+00 0.000000e+00 8.008083e+00 -2.195157e+00 -1.324918e-01 0.000000e+00 2.559819e-03 1.299319e-01 
0.000000e+00 -7.202763e+00 0.000000e+00 6.768780e+00 4.339826e-01 -2.902466e-01 0.000000e+00 5.349558e-03 2.848970e-01 
0.000000e+00 -7.467441e+00 0.000000e+00 4.938593e+00 2.528848e+00 -5.050594e-01 0.000000e+00 1.243636e-02 4.926231e-01 
0.000000e+00 -6.798129e+00 0.000000e+00 2.716418e+00 4.081710e+00 -8.199444e-01 0.000000e+00 2.951233e-02 7.904320e-01 
0.000000e+00 -5.588161e+00 0.000000e+00 2.244637e-01 5.363697e+00 -1.299563e+00 0.000000e+00 7.029097e-02 1.229272e+00 
0.000000e+00 -4.247022e+00 0.000000e+00 -2.477699e+00 6.724721e+00 -2.045638e+00 0.000000e+00 1.675103e-01 1.878128e+00 
0.000000e+00 -3.166761e+00 0.000000e+00 -5.320727e+00 8.487488e+00 -3.222681e+00 0.000000e+00 3.991596e-01 2.823521e+00 
0.000000e+00 -2.822717e+00 0.000000e+00 -8.113036e+00 1.093575e+01 -5.100854e+00 0.000000e+00 9.507283e-01 4.150125e+00 
0.000000e+00 -3.982108e+00 0.000000e+00 -1.037088e+01 1.435298e+01 -8.122344e+00 0.000000e+00 2.262024e+00 5.860321e+00 
0.000000e+00 -8.051795e+00 0.000000e+00 -1.099772e+01 1.904952e+01 -1.298083e+01 0.000000e+00 5.369138e+00 7.611693e+00 
0.000000e+00 -1.760181e+01 0.000000e+00 -7.465919e+00 2.506773e+01 -2.064176e+01 0.000000e+00 1.268648e+01 7.955282e+00 
0.000000e+00 8.117453e+00 0.000000e+00 5.369138e+00 -1.348659e+01 1.804514e+01 0.000000e+00 -1.099772e+01 -7.047418e+00 
0.000000e+00 6.078924e+00 0.000000e+00 2.262024e+00 -8.340948e+00 1.340121e+01 0.000000e+00 -1.037088e+01 -3.030331e+00 
0.000000e+00 4.243004e+00 0.000000e+00 9.507283e-01 -5.193732e+00 1.010932e+01 0.000000e+00 -8.113036e+00 -1.996284e+00 
0.000000e+00 2.862694e+00 0.000000e+00 3.991596e-01 -3.261853e+00 7.807750e+00 0.000000e+00 -5.320727e+00 -2.487023e+00 
0.000000e+00 1.894598e+00 0.000000e+00 1.675103e-01 -2.062109e+00 6.217820e+00 0.000000e+00 -2.477699e+00 -3.740121e+00 
0.000000e+00 1.236189e+00 0.000000e+00 7.029097e-02 -1.306480e+00 5.082423e+00 0.000000e+00 2.244637e-01 -5.306886e+00 
0.000000e+00 7.933372e-01 0.000000e+00 2.951233e-02 -8.228495e-01 4.109630e+00 0.000000e+00 2.716418e+00 -6.826048e+00 
0.000000e+00 4.938475e-01 0.000000e+00 1.243636e-02 -5.062838e-01 2.959641e+00 0.000000e+00 4.938593e+00 -7.898234e+00 
0.000000e+00 2.854238e-01 0.000000e+00 5.349558e-03 -2.907733e-01 1.315210e+00 0.000000e+00 6.768780e+00 -8.083991e+00 
0.000000e+00 1.301840e-01 0.000000e+00 2.559819e-03 -1.327438e-01 -9.381142e-01 0.000000e+00 8.008083e+00 -7.069968e+00 
0.000000e+00 -8.232426e-04 0.000000e+00 1.826306e-03 -1.003064e-03 -3.522417e+00 0.000000e+00 8.451097e+00 -4.928680e+00 
0.000000e+00 -1.324918e-01 0.000000e+00 2.559819e-03 1.299319e-01 -5.812925e+00 0.000000e+00 8.008083e+00 -2.195157e+00 
0.000000e+00 -2.902466e-01 0.000000e+00 5.349558e-03 2.848970e-01 -7.202763e+00 0.000000e+00 6.768780e+00 4.339826e-01 
0.000000e+00 -5.050594e-01 0.000000e+00 1.243636e-02 4.926231e-01 -7.467441e+00 0.000000e+00 4.938593e+00 2.528848e+00 
0.000000e+00 -8.199444e-01 0.000000e+00 2.951233e-02 7.904320e-01 -6.798129e+00 0.000000e+00 2.716418e+00 4.081710e+00 
0.000000e+00 -1.299563e+00 0.000000e+00 7.029097e-02 1.229272e+00 -5.588161e+00 0.000000e+00 2.244637e-01 5.363697e+00 
0.000000e+00 -2.045638e+00 0.000000e+00 1.675103e-01 1.878128e+00 -4.247022e+00 0.000000e+00 -2.477699e+00 6.724721e+00 
0.000000e+00 -3.222681e+00 0.000000e+00 3.991596e-01 2.823521e+00 -3.166761e+00 0.000000e+00 -5.320727e+00 8.487488e+00 
0.000000e+00 -5.100854e+00 0.000000e+00 9.507283e-01 4.150125e+00 -2.822717e+00 0.000000e+00 -8.113036e+00 1.093575e+01 
0.000000e+00 -8.122344e+00 0.000000e+00 2.262024e+00 5.860321e+00 -3.982108e+00 0.000000e+00 -1.037088e+01 1.435298e+01 
0.000000e+00 -1.298083e+01 0.000000e+00 5.369138e+00 7.611693e+00 -8.051795e+00 0.000000e+00 -1.099772e+01 1.904952e+01 
0.000000e+00 -2.064176e+01 0.000000e+00 1.268648e+01 7.955282e+00 -1.760181e+01 0.000000e+00 -7.465919e+00 2.506773e+01 
0.000000e+00 1.804514e+01 0.000000e+00 -1.099772e+01 -7.047418e+00 8.117453e+00 0.000000e+00 5.369138e+00 -1.348659e+01 
0.000000e+00 1.340121e+01 0.000000e+00 -1.037088e+01 -3.030331e+00 6.078924e+00 0.000000e+00 2.262024e+00 -8.340948e+00 
